customerId,recommendedProducts
1069,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
1113,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
1823,4712425010255|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068
6668,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
10801,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
16049,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
16766,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
16773,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
16803,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
18173,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
18524,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
18821,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
19545,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
19750,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
19873,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
20220,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
20459,4711039232190|8712045000199|4710088490247|4710036005608|4710011430524|4710011430517|4710250440186|4710011417099|4710008242123|4710734000318
20596,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
20695,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
20794,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
20848,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
21432,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
21449,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
21647,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
21678,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
21951,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
22729,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
22736,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
22903,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
22927,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
22934,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
23146,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
23207,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
23245,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
23474,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
23672,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
23795,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
23863,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
24532,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013
25324,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
25362,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
25515,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
25553,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
25577,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
25683,4710126152007|4710095958006|4718057701769|4714276280061|20424183|20415723|20406349|20370688|20333225|20332419
25805,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
25973,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
26062,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
26321,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
26468,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
26550,4710706902008|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068
26666,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
26789,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
26925,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
27199,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
27298,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
27335,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
27632,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
28547,4712278884263|4711634000965|47100312|4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370
28769,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
29117,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
29377,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
29421,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
29964,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
30281,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
31929,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
32100,4710015103288|4710543310059|20451042|20424183|20415723|20370688|20333225|20332419|20307585|20301149
32674,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
32827,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
32896,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
33091,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
33107,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
33169,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
33770,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
33862,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
34845,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
35996,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
36450,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
38317,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
38744,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068
38836,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
39642,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
39932,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
40068,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
40181,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
40266,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
40488,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
40907,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
41041,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
41133,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
41171,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
41263,4712278884263|4711634000965|47100312|4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370
41928,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
42093,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
42208,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
42666,4719090701051|20307585|4714981010038|20424183|20415723|20406349|20370688|20333225|20332419|20301149
42949,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
42963,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
43267,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
43359,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
43472,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
43502,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246013
43748,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
43816,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
43830,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
43854,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
43861,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
43915,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
44073,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
44363,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
45377,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
45902,4710160013074|4710036006223|4710015103479|4710883000061|20424183|20415723|20406349|20370688|20333225|20332419
45957,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
45971,20451042|20424183|20415723|20370688|20333225|20332419|20307585|20301149|20246068|20246013
45995,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
46015,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
46022,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
46053,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
46145,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
46466,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
46633,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
46855,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
46909,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
46923,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
47067,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
47340,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
47364,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
47395,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
47487,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
47548,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
47692,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
47951,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
48019,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
48064,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
48101,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
48217,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
48286,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
48309,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
48590,4711634002297|4710088430922|4711524001041|4710290007011|4710022102892|4710088432476|4711524000495|4710105051642|4710088424273|4710857472634
48668,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
48866,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
48910,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
49122,20451042|20424183|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
49597,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
50067,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
50494,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
50920,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068
50982,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
51040,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
51347,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
52078,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
52283,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
53488,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
53518,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
54249,4710088443328|4710011405133|4710105045313|4711524000396|4710094699078|20424183|20415723|20406349|20370688|20333225
55444,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
56243,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
56588,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
56595,4903111345717|4716617500036|4710515533028|4711524000471|4711524000419|4711524000457|4711524000396|8801687000206|4710105045313|4711080010112
56601,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
56915,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
56922,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
57028,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
57486,4901872506507|41333600017|4710088414311|20424183|20415723|20406349|20370688|20333225|20332419|20307585
57493,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
57509,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
57677,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
57738,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
58148,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
58551,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
58698,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
58865,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
59138,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
59411,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
59527,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
59831,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
59848,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
59992,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013
60172,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
60400,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
60554,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
60592,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
60776,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
61681,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
61728,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013
61773,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
62299,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
63111,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
63227,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
63326,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
66037,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
66594,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
66662,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
66693,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
66730,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
66761,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
67843,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
68024,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
68086,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
68604,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
68956,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
69946,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
70232,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
70249,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
70584,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
70591,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
70621,4715874000532|4710126010116|4711022100017|4719090790017|4719090790000|20451042|20424183|20415723|20406349|20370688
70669,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
70805,4712278884263|4711634000965|47100312|4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370
70928,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
71093,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
71178,4710176011194|4710543310059|20451042|20424183|20406349|20370688|20333225|20332419|20307585|20301149
71284,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
72045,20451042|20424183|20415723|20406349|20333225|20332419|20307585|20301149|20246068|20246013
73080,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
73813,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
74353,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
74445,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
74568,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013
74612,4712278884263|4711634000965|47100312|4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370
74650,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
74711,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
74797,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
74872,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
75008,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75169,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246013
75275,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75305,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75367,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75374,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75435,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
75459,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75602,4715874000532|4710126010116|4711022100017|4719090790017|4719090790000|20424183|20415723|20406349|20370688|20333225
75664,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75800,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75879,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75930,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75954,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
75985,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
76043,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
76050,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
76180,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
76623,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
76654,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
77118,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
77279,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
78436,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
80729,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
80842,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013
81252,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
81269,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
81375,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
81412,4710154058319|4710126012066|4710098162806|20333225|4902757160906|4711926724012|4710583350701|4710736570031|4710105045320|4710105031811
81757,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
81894,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
81979,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
81986,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
82174,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
82723,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
82990,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
83140,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
84185,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
84253,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
84277,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
84697,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
85229,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
86059,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
86240,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
86394,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
86400,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
86882,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
87001,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
87049,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
87063,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
88008,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
88343,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
88435,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
88541,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
89203,4715874000532|4710126010116|4719090701051|4711022100017|20424183|20415723|20406349|20370688|20333225|20332419
89517,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
89715,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516
89975,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
89982,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
90629,4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370|4711634000965|4710126392199|47100312
91022,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013
